,label,text,cleaned_text
3007,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
3008,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
3009,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
3010,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
3011,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
3012,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
3013,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
3014,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes , family history"
3015,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
3016,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","joint pain , vomiting , fatigue , high fever , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes , acute liver failure , coma , stomach bleeding"
3017,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1","vomiting , yellowish skin , abdominal pain , swelling stomach , distention abdomen , history alcohol consumption , fluid overload 1"
3018,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","chills , vomiting , fatigue , weight loss , cough , high fever , breathlessness , sweating , loss appetite , mild fever , yellowing eyes , swelled lymph nodes , malaise , phlegm , chest pain , blood sputum"
3019,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","continuous sneezing , chills , fatigue , cough , high fever , headache , swelled lymph nodes , malaise , phlegm , throat irritation , redness eyes , sinus pressure , runny nose , congestion , chest pain , loss smell , muscle pain"
3020,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","chills , fatigue , cough , high fever , breathlessness , sweating , malaise , phlegm , chest pain , fast heart rate , rusty sputum"
3021,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus","constipation , pain bowel movements , pain anal region , bloody stool , irritation anus"
3022,Heart attack,"vomiting,breathlessness,sweating,chest_pain","vomiting , breathlessness , sweating , chest pain"
3023,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf","fatigue , cramps , bruising , obesity , swollen legs , swollen blood vessels , prominent veins calf"
3024,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation","fatigue , weight gain , cold hands feets , mood swings , lethargy , dizziness , puffy face eyes , enlarged thyroid , brittle nails , swollen extremeties , depression , irritability , abnormal menstruation"
3025,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","fatigue , mood swings , weight loss , restlessness , sweating , diarrhoea , fast heart rate , excessive hunger , muscle weakness , irritability , abnormal menstruation"
3026,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations","vomiting , fatigue , anxiety , sweating , headache , nausea , blurred distorted vision , excessive hunger , drying tingling lips , slurred speech , irritability , palpitations"
3027,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","joint pain , neck pain , knee pain , hip joint pain , swelling joints , painful walking"
3028,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","muscle weakness , stiff neck , swelling joints , movement stiffness , painful walking"
3029,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness","vomiting , headache , nausea , spinning movements , loss balance , unsteadiness"
3030,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring","skin rash , pus filled pimples , blackheads , scurring"
3031,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","burning micturition , bladder discomfort , foul smell urine , continuous feel urine"
3032,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
3033,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , high fever , blister , red sore around nose , yellow crust ooze"
3034,Fungal infection,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches","itching , skin rash , nodal skin eruptions , dischromic patches"
3035,Allergy,"continuous_sneezing,shivering,chills,watering_from_eyes","continuous sneezing , shivering , chills , watering eyes"
3036,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain","stomach pain , acidity , ulcers tongue , vomiting , cough , chest pain"
3037,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
3038,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination","itching , skin rash , stomach pain , burning micturition , spotting urination"
3039,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","vomiting , indigestion , loss appetite , abdominal pain , passage gases , internal itching"
3040,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts","muscle wasting , patches throat , high fever , extra marital contacts"
3041,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
3042,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea","vomiting , sunken eyes , dehydration , diarrhoea"
3043,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , cough , high fever , breathlessness , family history , mucoid sputum"
3044,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration","headache , chest pain , dizziness , loss balance , lack concentration"
3045,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
3046,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","back pain , weakness limbs , neck pain , dizziness , loss balance"
3047,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium","vomiting , headache , weakness one body side , altered sensorium"
3048,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
3049,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
3050,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
3051,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
3052,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
3053,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
3054,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
3055,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes , family history"
3056,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
3057,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","joint pain , vomiting , fatigue , high fever , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes , acute liver failure , coma , stomach bleeding"
3058,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1","vomiting , yellowish skin , abdominal pain , swelling stomach , distention abdomen , history alcohol consumption , fluid overload 1"
3059,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","chills , vomiting , fatigue , weight loss , cough , high fever , breathlessness , sweating , loss appetite , mild fever , yellowing eyes , swelled lymph nodes , malaise , phlegm , chest pain , blood sputum"
3060,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","continuous sneezing , chills , fatigue , cough , high fever , headache , swelled lymph nodes , malaise , phlegm , throat irritation , redness eyes , sinus pressure , runny nose , congestion , chest pain , loss smell , muscle pain"
3061,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","chills , fatigue , cough , high fever , breathlessness , sweating , malaise , phlegm , chest pain , fast heart rate , rusty sputum"
3062,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus","constipation , pain bowel movements , pain anal region , bloody stool , irritation anus"
3063,Heart attack,"vomiting,breathlessness,sweating,chest_pain","vomiting , breathlessness , sweating , chest pain"
